Ticker,Date,Open,High,Low,Close,Adj Close,Volume
IVV,8/8/2000,147.84375,148.6875,147.6875,148.578125,101.5785446,175400
IVV,8/9/2000,149.09375,149.09375,147.8125,147.8125,101.0551224,123100
IVV,8/10/2000,147.53125,147.609375,146.34375,146.421875,100.1043549,118000
IVV,8/11/2000,146.53125,147.578125,146.09375,147.3125,100.7132721,129400
IVV,8/14/2000,147.5,149.421875,147.40625,149.421875,102.1553726,70100
IVV,8/15/2000,149.125,149.53125,148.609375,149.03125,101.8883591,343600
IVV,8/16/2000,149.28125,149.734375,147.953125,148,101.1832962,155000
IVV,8/17/2000,148.53125,150.28125,148.5,149.921875,102.4972,96900
IVV,8/18/2000,150.125,150.21875,149.3125,149.625,102.2942657,269000
IVV,8/21/2000,150.15625,150.515625,149.4375,149.4375,102.1660767,43000
IVV,8/22/2000,150.40625,151.09375,150.125,150.4375,102.8497696,380100
IVV,8/23/2000,149.875,150.984375,149.34375,150.828125,103.1167984,239100
IVV,8/24/2000,150.71875,151.421875,150.671875,151.078125,103.2877121,53100
IVV,8/25/2000,151.296875,151.578125,151,151.15625,103.3411026,136000
IVV,8/28/2000,151.09375,152.734375,151.09375,151.78125,103.7683716,354000
IVV,8/29/2000,151.4375,151.75,151.25,151.671875,103.693634,66900
IVV,8/30/2000,151.125,151.125,150.40625,150.40625,102.8283844,260100
IVV,8/31/2000,151,153.046875,150.875,152.265625,104.0995712,843400
IVV,9/1/2000,153.03125,153.46875,152.1875,152.296875,104.1209412,278000
IVV,9/5/2000,151.78125,152.03125,150.875,151.359375,103.4799652,140700
IVV,9/6/2000,151.28125,151.46875,149.859375,149.859375,102.454483,153200
IVV,9/7/2000,150.234375,150.9375,149.875,150.9375,103.1916122,84000
IVV,9/8/2000,150.125,150.125,149.453125,149.90625,102.4865265,62600
IVV,9/11/2000,149.625,151.046875,149,149.53125,102.2301865,93300
IVV,9/12/2000,149.6875,149.875,148.5,148.5,101.525116,109000
IVV,9/13/2000,147.84375,148.953125,147.84375,148.8125,101.7388077,197900
IVV,9/14/2000,149.75,149.8125,148.328125,148.4375,101.4823608,99900
IVV,9/15/2000,148.34375,148.34375,146.4375,146.65625,100.2645874,298900
IVV,9/18/2000,146.75,147.1875,144.96875,145,99.13223267,144700
IVV,9/19/2000,145.625,146.578125,145.171875,146.34375,100.0509796,128300
IVV,9/20/2000,145.875,145.921875,143.4375,144.984375,99.30952454,127700
IVV,9/21/2000,145.125,145.125,144.125,144.84375,99.21321869,284200
IVV,9/22/2000,142.25,145.25,142.25,145.25,99.49153137,124600
IVV,9/25/2000,145.78125,145.828125,143.921875,143.9375,98.59246063,49300
IVV,9/26/2000,144.46875,144.875,142.625,142.625,97.69351196,10500
IVV,9/27/2000,143.484375,143.53125,142.296875,142.703125,97.74698639,155200
IVV,9/28/2000,142.96875,146.171875,142.96875,146.03125,100.0266037,99100
IVV,9/29/2000,145.359375,145.4375,143.703125,143.703125,98.43197632,60400
IVV,10/2/2000,144.5,144.875,143.5,143.875,98.54968262,223700
IVV,10/3/2000,144.609375,145.703125,142.40625,142.40625,97.5436554,134300
IVV,10/4/2000,142.625,144.125,142,143.671875,98.41057587,90000
IVV,10/5/2000,143.796875,144.546875,143.375,144.28125,98.82798767,114100
IVV,10/6/2000,144.171875,144.375,140,141.078125,96.63391113,103800
IVV,10/9/2000,141.125,141.203125,139.640625,140.328125,96.12016296,29300
IVV,10/10/2000,140.203125,141.09375,138,138,94.52552795,123800
IVV,10/11/2000,137.59375,138.453125,135.3125,136.75,93.66930389,350200
IVV,10/12/2000,137.40625,137.5,132.8125,133.40625,91.37891388,155200
IVV,10/13/2000,133.15625,137.59375,132.9375,137.375,94.09739685,322200
IVV,10/16/2000,137.5625,138.140625,136.78125,138.0625,94.56832886,349600
IVV,10/17/2000,138.21875,138.34375,134.578125,135,92.47058105,157600
IVV,10/18/2000,131.375,135.890625,131.03125,134.765625,92.31009674,81800
IVV,10/19/2000,136.75,139.1875,136.703125,139.1875,95.33886719,73300
IVV,10/20/2000,138.984375,141.109375,138.78125,140.21875,96.04523468,177100
IVV,10/23/2000,139.6875,140.90625,139.125,140.671875,96.35565186,30300
IVV,10/24/2000,140.921875,141.875,139.234375,139.578125,95.60646057,51700
IVV,10/25/2000,138,139.421875,136.3125,136.59375,93.56224823,68600
IVV,10/26/2000,136.9375,137.515625,134.515625,136.796875,93.7013855,47700
IVV,10/27/2000,138,139.25,136.75,139.25,95.38172913,60200
IVV,10/30/2000,138.515625,141,138.515625,140.3125,96.10947418,52500
IVV,10/31/2000,141.140625,143.71875,141.03125,143.140625,98.04663086,124000
IVV,11/1/2000,142.703125,143.203125,141.5,142.484375,97.59713745,199300
IVV,11/2/2000,143.25,143.6875,142.65625,142.890625,97.87539673,117100
IVV,11/3/2000,143.125,143.625,142.5,142.875,97.86470032,157100
IVV,11/6/2000,143.28125,144.28125,143.15625,143.96875,98.61387634,148000
IVV,11/7/2000,143.34375,143.9375,142.8125,143.84375,98.52828979,36700
IVV,11/8/2000,144.046875,144.046875,140.765625,140.765625,96.41985321,40700
IVV,11/9/2000,139.953125,141.015625,137.4375,139.921875,95.84194946,95300
IVV,11/10/2000,138.734375,139.25,136.78125,136.78125,93.69067383,47200
IVV,11/13/2000,135.609375,136.6875,133.21875,135.359375,92.71674347,74200
IVV,11/14/2000,137.296875,139.21875,137.09375,138.71875,95.01779175,55200
IVV,11/15/2000,138.90625,140,137.984375,139.40625,95.48873138,751900
IVV,11/16/2000,138.6875,139.53125,137.515625,137.5625,94.22582245,265600
IVV,11/17/2000,137.5625,138.890625,136.25,136.71875,93.64791107,218300
IVV,11/20/2000,135.796875,136.171875,134.5,134.609375,92.20303345,152700
IVV,11/21/2000,134.84375,136.046875,133.75,135.578125,92.86662292,159800
IVV,11/22/2000,134.0625,134.78125,132.25,132.25,90.58692932,36300
IVV,11/24/2000,133.9375,134.765625,133.8125,134.5625,92.17095184,41300
IVV,11/27/2000,136.296875,136.59375,135.421875,135.671875,92.93080139,68100
IVV,11/28/2000,135.359375,136.140625,133.90625,133.90625,91.72142029,53100
IVV,11/29/2000,134.328125,135.703125,133.5,133.65625,91.5501709,437000
IVV,11/30/2000,132.234375,133.078125,129.9375,132.3125,90.6297226,226800
IVV,12/1/2000,132.875,133.84375,131.546875,131.9375,90.37287903,71000
IVV,12/4/2000,132.09375,133.515625,131.6875,133.203125,91.23982239,93400
IVV,12/5/2000,134.671875,138.078125,134.515625,137.6875,94.31142426,187600
IVV,12/6/2000,137.703125,138.15625,135.625,135.625,92.89871979,214300
IVV,12/7/2000,135.09375,135.796875,134,134,91.78564453,76100
IVV,12/8/2000,136.765625,138.640625,134.453125,134.453125,92.09600067,115200
IVV,12/11/2000,136.984375,139.3125,136.703125,138.6875,94.99639893,140900
IVV,12/12/2000,138.078125,138.4375,137.484375,137.6875,94.31142426,43500
IVV,12/13/2000,138.734375,138.8125,135.78125,135.78125,93.30323792,91000
IVV,12/14/2000,135.5625,135.75,134,134,92.07920837,97800
IVV,12/15/2000,132.765625,132.765625,130.5,130.75,89.84591675,53400
IVV,12/18/2000,132.53125,133.234375,131.953125,132.140625,90.80152893,141700
IVV,12/19/2000,132.15625,134.78125,130,130,89.33057404,115200
IVV,12/20/2000,128.3125,128.640625,126.28125,126.3125,86.79666901,369500
IVV,12/21/2000,126.1875,128.703125,125.671875,127.125,87.3549881,241100
IVV,12/22/2000,128.875,131.125,128.84375,131.125,90.10359955,75300
IVV,12/26/2000,131.03125,131.828125,130.515625,131.828125,90.58679199,186400
IVV,12/27/2000,131.6875,133.484375,131.4375,133.484375,91.72486877,166600
IVV,12/28/2000,132.875,133.703125,132.6875,133.34375,91.62828827,157600
IVV,12/29/2000,133.9375,134.1875,131.359375,131.359375,90.26468658,250800
IVV,1/2/2001,131.5,131.78125,127.75,128.6875,88.42865753,174300
IVV,1/3/2001,128.234375,135.125,128,135.09375,92.83078766,194500
IVV,1/4/2001,134.6875,135.21875,133.125,133.5625,91.77858734,153500
IVV,1/5/2001,133.703125,133.703125,129.53125,129.703125,89.12658691,68400
IVV,1/8/2001,129.375,129.90625,127.859375,129.90625,89.26618195,167700
IVV,1/9/2001,130.75,131.40625,129.53125,129.9375,89.2876358,128600
IVV,1/10/2001,129.171875,131.765625,129.046875,131.765625,90.54383087,53600
IVV,1/11/2001,131.421875,133.359375,131.15625,132.46875,91.02702332,295400
IVV,1/12/2001,132.9375,133.53125,131.3125,132.125,90.79080963,103100
IVV,1/16/2001,132.140625,132.953125,131.5,132.671875,91.1665802,100500
IVV,1/17/2001,134.625,134.9375,132.734375,133.328125,91.61753845,100600
IVV,1/18/2001,133.578125,135.546875,133,134.84375,92.65900421,69400
IVV,1/19/2001,135.96875,135.96875,133.875,134.375,92.33689117,39800
IVV,1/22/2001,134.078125,135.53125,133.765625,134.515625,92.43354797,39500
IVV,1/23/2001,134.5625,136.5,134.25,135.921875,93.39981842,35100
IVV,1/24/2001,135.9375,137.125,135.9375,136.546875,93.82931519,204800
IVV,1/25/2001,136.234375,136.9375,135.75,135.8125,93.32471466,137900
IVV,1/26/2001,135.296875,135.953125,134.5625,135.765625,93.29245758,131700
IVV,1/29/2001,135.3999939,136.7400055,135.3999939,136.5,93.7971344,105100
IVV,1/30/2001,136.6499939,137.7799988,135.9199982,137.7700043,94.66982269,61700
IVV,1/31/2001,137.7100067,138.4400024,136.7100067,136.8999939,94.07192993,307700
IVV,2/1/2001,136.8300018,137.7799988,136.2400055,137.7799988,94.67665863,65000
IVV,2/2/2001,137.7299957,137.9100037,134.9100037,134.9900055,92.75950623,48500
IVV,2/5/2001,135.0200043,135.4100037,134.7799988,135.4100037,93.04811859,29500
IVV,2/6/2001,135.8300018,136.5399933,135.3000031,135.4400024,93.06873322,18400
IVV,2/7/2001,135.0899963,135.1900024,133.8500061,134.4900055,92.41591644,52200
IVV,2/8/2001,135.0099945,135.2599945,133.25,133.25,91.5638504,129400
IVV,2/9/2001,133.2599945,133.2599945,131.3600006,131.8999939,90.63620758,61300
IVV,2/12/2001,131.9100037,133.2899933,131.8600006,133.1900024,91.52262878,20200
IVV,2/13/2001,133.3600006,133.8800049,132.1000061,132.4499969,91.01413727,33500
IVV,2/14/2001,132.4299927,132.4299927,130.7599945,131.8800049,90.6224823,29000
IVV,2/15/2001,132.6300049,133.4299927,132.5599976,133,91.39206696,54700
IVV,2/16/2001,130.5399933,131.1100006,129.7400055,130.4499969,89.63981628,231400
IVV,2/20/2001,130.6399994,130.7299957,128.0399933,128.3600006,88.20368195,43400
IVV,2/21/2001,127.6699982,128.5500031,125.5800018,125.7200012,86.38955688,68800
IVV,2/22/2001,125.7699966,126.0100021,123.4100037,125.4499969,86.20400238,294300
IVV,2/23/2001,124.3499985,125.4400024,121.9800034,124.75,85.72296906,247400
IVV,2/26/2001,125.6600037,126.9499969,124.6100006,126.9499969,87.23474121,58900
IVV,2/27/2001,127.0100021,127.6200027,125.6800003,126.5100021,86.93242645,437400
IVV,2/28/2001,126.8700027,126.8700027,123.2799988,124.0699997,85.25572205,94600
IVV,3/1/2001,124.0400009,124.5400009,122,124.5400009,85.57870483,63600
IVV,3/2/2001,122.7699966,125.5100021,122.6299973,123.6299973,84.95336914,38200
IVV,3/5/2001,124.1999969,124.5500031,123.8899994,124.5500031,85.58557892,462200
IVV,3/6/2001,126.1699982,127.1800003,125.6500015,126.0299988,86.60253143,1398300
IVV,3/7/2001,126.7099991,126.7099991,125.7799988,126.5500031,86.95990753,1012800
IVV,3/8/2001,126.6999969,127.1100006,126.2699966,126.9199982,87.2141571,107100
IVV,3/9/2001,125.2900009,125.5,123.1399994,123.4700012,84.84345245,2122400
IVV,3/12/2001,122.1100006,122.1100006,117.6500015,117.7799988,81.09312439,2014800
IVV,3/13/2001,118.8700027,119.9000015,117.3600006,119.7200012,82.42883301,121900
IVV,3/14/2001,117,118.7600021,115.8499985,116.8600006,80.45967102,148600
IVV,3/15/2001,118.2799988,118.4599991,117.1999969,117.4000015,80.83146667,153100
IVV,3/16/2001,117,117.2099991,115,115.2399979,79.34424591,119100
IVV,3/19/2001,115.9100037,117.5699997,114.9499969,117.3199997,80.77640533,73700
IVV,3/20/2001,117.5500031,118.1600037,114.3899994,114.4499969,78.80036163,49400
IVV,3/21/2001,114.3499985,115.0699997,112,112.4899979,77.45085907,170600
IVV,3/22/2001,112.1999969,112.3300018,108.3799973,111.7099991,76.91384125,194400
IVV,3/23/2001,113,114.4400024,112,114.4400024,78.79344177,107800
IVV,3/26/2001,115.5999985,116.1299973,114.9199982,115.7900009,79.72296906,44200
IVV,3/27/2001,115.7300034,118.6100006,115.5199966,118.2799988,81.43735504,117800
IVV,3/28/2001,116.9199982,116.9199982,115.1200027,115.3199997,79.39935303,130700
IVV,3/29/2001,114.7399979,116.3300018,113.7300034,115.3399963,79.41312408,78300
IVV,3/30/2001,115.8399963,116.7200012,114.6999969,116.7200012,80.36327362,881200
IVV,4/2/2001,116.0999985,117.1600037,114.0500031,114.25,78.66266632,299900
IVV,4/3/2001,113.8000031,114,110.25,110.3300018,75.96367645,136600
IVV,4/4/2001,110.4000015,111.9700012,109.5299988,110.6100006,76.15647888,897100
IVV,4/5/2001,112.8700027,115.4000015,112.8700027,114.9899979,79.17214966,807200
IVV,4/6/2001,114,114.1399994,112.2799988,113.3700027,78.05678558,139300
IVV,4/9/2001,113.8000031,114.8199997,113,113.6699982,78.26332092,397800
IVV,4/10/2001,115.4700012,117.7900009,115.1500015,116.8300018,80.43898773,786300
IVV,4/11/2001,118.3000031,118.5,116.3000031,116.9000015,80.48720551,110900
IVV,4/12/2001,116.2399979,118.5800018,116.2200012,118.5699997,81.6370163,692800
IVV,4/16/2001,118.4199982,118.6100006,117.0199966,117.8499985,81.14129639,590400
IVV,4/17/2001,117.1500015,119.6500015,117.1500015,119.1200027,82.01573944,1401300
IVV,4/18/2001,121.1500015,125.9499969,120.6699982,124.2399979,85.54090881,244300
IVV,4/19/2001,124.1999969,125.6999969,123.6999969,125.5100021,86.41531372,2022100
IVV,4/20/2001,124.9499969,125.2799988,123.8700027,124.8499985,85.96086121,1065800
IVV,4/23/2001,123.75,123.7900009,122.1200027,122.3799973,84.26026154,56400
IVV,4/24/2001,122.5,123.6999969,121.1900024,121.5100021,83.66126251,132700
IVV,4/25/2001,121.5,123.5299988,121.1200027,123.1800003,84.81105804,152200
IVV,4/26/2001,123.6500015,125.1299973,123.5999985,123.7300034,85.18974304,60700
IVV,4/27/2001,124.8499985,125.7300034,124.4199982,125.7300034,86.56681061,852000
IVV,4/30/2001,126.25,127.3300018,124.9100037,125.1999969,86.20185852,414500
IVV,5/1/2001,125.0800018,127.1800003,124.6800003,127.1800003,87.5651474,61600
IVV,5/2/2001,127.5699997,127.5699997,126.1500015,126.9499969,87.4067688,696300
IVV,5/3/2001,125.9000015,125.9000015,124.3600006,125.4199982,86.353302,951900
IVV,5/4/2001,123.8700027,127.25,123.5400009,127.25,87.61333466,1281900
IVV,5/7/2001,126.7200012,127.3199997,126.1999969,126.1999969,86.89038086,97700
IVV,5/8/2001,127,127.0500031,125.75,126.3499985,86.99364471,124100
IVV,5/9/2001,125.3199997,126.5800018,125.0800018,125.8499985,86.64938354,1092400
IVV,5/10/2001,127.4400024,127.4400024,125.7900009,126.25,86.92484283,51200
IVV,5/11/2001,126.25,126.4100037,124.5,125.1600037,86.17434692,94600
IVV,5/14/2001,125.0500031,125.4199982,124.4700012,125.3499985,86.30515289,111700
IVV,5/15/2001,125.4000015,126.1900024,125,125.3199997,86.28450775,56100
IVV,5/16/2001,124.75,129.0800018,124.75,128.9499969,88.78378296,84600
IVV,5/17/2001,129.0099945,130.0800018,128.75,129.3600006,89.06608582,114000
IVV,5/18/2001,129.0899963,129.7799988,128.6499939,129.7799988,89.3553009,71400
IVV,5/21/2001,129.8000031,131.75,129.3999939,131.6699982,90.65655518,1092200
IVV,5/22/2001,131.8800049,132.0299988,131.1999969,131.3000031,90.40180969,556500
IVV,5/23/2001,130.6999969,130.8999939,129.3800049,129.3800049,89.07984924,874900
IVV,5/24/2001,129.6499939,129.9600067,128.6999969,129.7700043,89.3483963,1064100
IVV,5/25/2001,129.6600037,129.6699982,128.1000061,128.1699982,88.24678802,505400
IVV,5/29/2001,128.3800049,128.3800049,127,127.1800003,87.5651474,182400
IVV,5/30/2001,126.7099991,127.0500031,125,125.3099976,86.27761841,265400
IVV,5/31/2001,125.6500015,126.6399994,125.25,125.7300034,86.56681061,1876800
IVV,6/1/2001,126.1500015,127.0599976,125.1500015,126.8899994,87.36545563,432400
IVV,6/4/2001,126.9800034,127.1800003,126.3099976,127.0800018,87.49627686,214800
IVV,6/5/2001,127.4000015,129.2299957,127.3700027,128.8500061,88.7149353,150700
IVV,6/6/2001,128.7200012,128.7200012,127.3399963,127.5599976,87.82680511,121800
IVV,6/7/2001,127.3700027,128.1399994,127.0500031,128.1300049,88.21921539,383600
IVV,6/8/2001,127.8099976,127.8099976,126.1999969,127.1500015,87.54444122,59400
IVV,6/11/2001,126.5999985,126.6800003,125.0500031,125.7699966,86.83469391,448800
IVV,6/12/2001,124.6999969,126.2699966,123.6600037,125.5899963,86.71044159,413500
IVV,6/13/2001,125.5800018,126.1500015,124.4700012,124.5599976,85.99931335,102100
IVV,6/14/2001,123.9100037,123.9100037,121.6100006,121.6100006,83.96256256,396600
IVV,6/15/2001,120.9000015,122.2699966,120.6600037,121.8399963,84.12135315,429300
IVV,6/18/2001,121.7099991,122.3099976,120.9499969,120.9499969,83.50685883,3350000
IVV,6/19/2001,122.4199982,122.8799973,121,121.3499985,83.78305054,76400
IVV,6/20/2001,121.1299973,122.7200012,121.1299973,122.2799988,84.42513275,203800
IVV,6/21/2001,122.1200027,124.2399979,122.1200027,123.6800003,85.391716,64400
IVV,6/22/2001,123.5100021,123.5899963,122.4400024,122.8799973,84.83940125,326400
IVV,6/25/2001,123.1299973,123.3799973,121.5999985,122.1600037,84.3422699,217800
IVV,6/26/2001,120.75,122.3899994,120.6999969,121.5199966,83.90042114,248600
IVV,6/27/2001,121.5400009,122.2099991,120.9899979,121.3099976,83.75540161,142500
IVV,6/28/2001,122,123.8099976,122,122.8099976,84.79105377,68000
IVV,6/29/2001,122.8000031,123.9800034,122.5299988,122.6900024,84.70819092,601600
IVV,7/2/2001,123.0100021,124.2399979,122.6999969,123.9100037,85.55052185,44000
IVV,7/3/2001,123.8799973,124,123.1399994,124,85.61263275,34200
IVV,7/5/2001,123,123.4599991,122,122,84.23182678,1682400
IVV,7/6/2001,121.3000031,121.4199982,118.8600006,118.8600006,82.06387329,1753500
IVV,7/9/2001,119.5500031,120.4000015,119.4000015,119.6800003,82.63002777,1011900
IVV,7/10/2001,120.4300003,120.5299988,118.2099991,118.3199997,81.69103241,437000
IVV,7/11/2001,118.1999969,118.6699982,117.2399979,118.2799988,81.66342926,108800
IVV,7/12/2001,119.5199966,121.3700027,119.3799973,121.1800003,83.66566467,315100
IVV,7/13/2001,120.8099976,122.1999969,120.6600037,122,84.23182678,101800
IVV,7/16/2001,121.9000015,122.1100006,120.2900009,120.7300034,83.3549881,960100
IVV,7/17/2001,120.3099976,121.8399963,119.9800034,121.6999969,84.02471161,39400
IVV,7/18/2001,120.5800018,121.1699982,120.25,120.8899994,83.4654541,76400
IVV,7/19/2001,122,122.8799973,121,121.3899994,83.81065369,61600
IVV,7/20/2001,121.3000031,121.8399963,121.1500015,121.25,83.71398163,459100
IVV,7/23/2001,121.7799988,121.7799988,119,119,82.16052246,60600
IVV,7/24/2001,119,119.0800018,116.7300034,117.6699982,81.24227905,823000
IVV,7/25/2001,117.8099976,119.4000015,117.6299973,119.25,82.33317566,599800
IVV,7/26/2001,118.9199982,120.8199997,118.6500015,120.7699966,83.38258362,155800
IVV,7/27/2001,120.6200027,121.25,119.9599991,120.8499985,83.43785095,61600
IVV,7/30/2001,121.1200027,121.1200027,120.3300018,120.7699966,83.38258362,43800
IVV,7/31/2001,120.9800034,122.6500015,120.9100037,121.3000031,83.74849701,142800
IVV,8/1/2001,122.0199966,122.6900024,121.6399994,122.0899963,84.2939682,41600
IVV,8/2/2001,123,123.0500031,121.9499969,122.4800034,84.56318665,107700
IVV,8/3/2001,122.2300034,122.2300034,120.9899979,121.9300003,84.18348694,91000
IVV,8/6/2001,121.4700012,121.4700012,120.0999985,120.3399963,83.08570862,57900
IVV,8/7/2001,120.3300018,121.1500015,120,120.8300018,83.42401123,54000
IVV,8/8/2001,120.0899963,121.0400009,118.5299988,118.5400009,81.84294891,55500
IVV,8/9/2001,118.5599976,118.7799988,117.9300003,118.7799988,82.00865936,83800
IVV,8/10/2001,118.6200027,119.6500015,117.4499969,119.5199966,82.51955414,60900
IVV,8/13/2001,119.5500031,119.6500015,118.9100037,119.5100021,82.51265717,248000
IVV,8/14/2001,120,120.2799988,118.8600006,119.3000031,82.36767578,84700
IVV,8/15/2001,119.3499985,119.4499969,118.1600037,118.1600037,81.58060455,65500
IVV,8/16/2001,117.6299973,118.5999985,117.0999985,118.5699997,81.86365509,63800
IVV,8/17/2001,117.5500031,117.7699966,116.0999985,116.7900009,80.63468933,79800
IVV,8/20/2001,116.75,117.6100006,116.6200027,117.4400024,81.08346558,39500
IVV,8/21/2001,117.6999969,118.4800034,116,116,80.08929443,320800
IVV,8/22/2001,116.6800003,117.3000031,116,117.0400009,80.80728912,195500
IVV,8/23/2001,116.8399963,117.4599991,116.5899963,116.6600037,80.54496002,219700
IVV,8/24/2001,117.0100021,119,116.7600021,118.6900024,81.94649506,177400
IVV,8/27/2001,118.7900009,119.0699997,118.3600006,118.3600006,81.71866608,55600
IVV,8/28/2001,118.2300034,118.4100037,116.6200027,116.6500015,80.53803253,150000
IVV,8/29/2001,117.1100006,117.1100006,115.2699966,115.4899979,79.73717499,91700
IVV,8/30/2001,115.0999985,115.6699982,112.9199982,113.1800003,78.14225769,154500
IVV,8/31/2001,113.1999969,114.6500015,113.1999969,114.2300034,78.86721802,129500
IVV,9/4/2001,114.0100021,116.0500031,113.4800034,113.4800034,78.34942627,1937500
IVV,9/5/2001,113.2900009,114.0500031,112,113.5500031,78.3977356,226700
IVV,9/6/2001,112.6299973,113.1500015,111.1699982,111.1699982,76.75453949,60500
IVV,9/7/2001,110.1500015,111.0800018,108.7300034,108.7900009,75.1113205,136300
IVV,9/10/2001,107.8499985,110.2699966,107.8399963,110.0500031,75.98123169,138900
IVV,9/17/2001,102,106.3000031,101.8000031,104.4000015,72.08036041,401100
IVV,9/18/2001,104,105.25,103.5,103.5999985,71.52803802,221700
IVV,9/19/2001,104,104.4499969,98.69999695,102.0500031,70.45785522,330400
IVV,9/20/2001,100.5,101,98.94999695,99.05000305,68.3865509,850100
IVV,9/21/2001,95.25,99.19999695,94.25,97.25,67.14378357,206200
IVV,9/24/2001,100,101.5,99.55000305,100.6600037,69.49816132,224200
IVV,9/25/2001,101.25,102.3499985,100.3499985,101.75,70.25073242,124100
IVV,9/26/2001,102.8000031,102.8499985,100.75,101.25,69.90547943,340000
IVV,9/27/2001,101.3499985,102.5,100.4000015,102.25,70.59593201,344100
IVV,9/28/2001,103,104.6500015,103,104.4000015,72.08036041,327900
IVV,10/1/2001,104.1299973,104.6399994,103.25,104.6399994,72.24607086,77400
IVV,10/2/2001,103.8899994,105.5100021,103.6999969,105.5100021,73.12130737,283700
IVV,10/3/2001,104.5,107.7600021,104.2399979,107.3600006,74.40345764,145100
